,description,clean_text,skill_set,joined_skills,from,to
90,"Job SummaryGreetings!!Urgent Hiring for Java Developer.Location- Nagpur.Qualification- GraduateSalary- Upto 20k (Negotiable for Right Candidate)Experience- 1 to 3 Year.Skill: Core and Advance Java ,JSP, Spring MVC, J Query, HTML , CSS, JAVA Script, Bootstrap**Interested Candidate share CV****RegardsFalendra**Job Type: Full-timeSalary: ₹15,000.00 to ₹20,000.00 /monthEducation:Bachelor's (Preferred)Responsibilities and Duties.Required Experience, Skills and Qualifications.Benefits.Job Type: Full-timeExperience:spring: 1 year (Required)total work: 1 year (Required)JSP: 1 year (Required)Education:Bachelor's (Required)Licence:Java SE 7 Programmer (Required)Industry:Software Development",greetings urgent hiring java developer location nagpur qualification graduatesalary upto 20k negotiable right candidate exp 1 3 year skill core advance java jsp spring mvc j query html css java script bootstrap interested candidate share cv regardsfalendra type full timesalary 15 000 00 20 000 00 montheducation bachelor preferred responsibilities duties required exp skills qualifications benefits type full timeexp spring 1 year required total work 1 year required jsp 1 year required education bachelor required licence java se 7 programmer required industry software development,"['jsp', 'spring', 'rest', 'html', 'css']",jsp spring rest html css,1.0,3.0
91,"Job SummaryExp - 0 to 8 yrsPositions - Junior Java Developer - 6Java Developer - 4Senior Java Developer - 2www.hatio.insend profiles to hrathatio.inWe are looking for Java Developers with experience in building high-performing, scalable, enterprise-grade applications.You will be part of a talented software team that works on mission-critical applications. Java developer roles and responsibilities include managing Java/Java EE application development while providing expertise in the full software development life cycle, from concept and design to testing.Java developer responsibilities include designing, developing and delivering high- volume, low-latency applications for mission-critical systems.Responsibilities and DutiesResponsibilities --------------------Contribute in all phases of the development life cycle.Write well designed, testable, efficient code.Ensure designs are in compliance with specifications.Prepare and produce releases of software components.Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review.Requirements --------------------Bachelors/Masters degree in Computer Science, Engineering or a related subject.Proven hands-on Software Development experience.Proven working experience in Java development.Hands on experience in designing and developing applications using Java EE platforms.Object Oriented analysis and design using common design patterns.Profound insight of Java and JEE internals (Class loading, Memory Management, Transaction management etc).Excellent knowledge of Relational Databases, SQL and ORM technologies (JPA2, Hibernate).Experience in the Spring Framework.Experience in developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC).Experience with test-driven development.Qualifications and SkillsBTech, BE, MCA, Msc, BSc, Bca or equivalent degreeJob Type: Full-timeSalary: ₹300,000.00 to ₹1,500,000.00 /yearExperience:software development: 1 year (Preferred)total work: 1 year (Preferred)Java: 1 year (Preferred)Education:Bachelor's (Preferred)Licence:Java SE 7 Programmer (Preferred)Benefits:Health insuranceProvident fund (PF)Paid leaves / Leave encashmentTravel allowanceFlexible work hoursIndustry:Software Development",exp 0 8 year spositions junior java developer 6java developer 4senior java developer 2www hatio insend profiles hrathatio inwe looking java developers exp building high performing scalable enterprise grade applications part talented software team works mission critical applications java developer roles responsibilities include managing java java ee application development providing exp ertise full software development life cycle concept design testing java developer responsibilities include designing developing delivering high volume low latency applications mission critical systems responsibilities dutiesresponsibilities contribute phases development life cycle write well designed testable efficient code ensure designs compliance specifications prepare produce releases software components support continuous improvement investigating alternatives technologies presenting architectural review requirements bachelors masters degree computer science engineering related subject proven hands software development exp proven working exp java development hands exp designing developing applications using java ee platforms object oriented analysis design using common design patterns profound insight java jee internals class loading memory management transaction management etc excellent knowledge relational databases sql orm technologies jpa2 hibernate exp spring framework exp developing web applications using least one popular web framework jsf wicket gwt spring mvc exp test driven development qualifications skillsbtech mca msc bsc bca equivalent degreejob type full timesalary 300 000 00 1 500 000 00 yearexp software development 1 year preferred total work 1 year preferred java 1 year preferred education bachelor preferred licence java se 7 programmer preferred benefits health insuranceprovident fund pf paid leaves leave encashmenttravel allowanceflexible work hoursindustry software development,"['jsf', 'spring', 'testing', 'hibernate', 'jee', 'gwt', 'wicket', 'sql']",jsf spring testing hibernate jee gwt wicket sql,0.0,8.0
92,"Job SummaryExternal Title: Java DeveloperInternal Title: Senior Systems EngineerSkill(s):  Java, J2EE, Spring, Hibernate, MicroservicesExperience Range:  Mid LevelLocation(s):  Bhubaneshwar,Chennai,Gurgaon,Hyderabad,Mangalore,Mysore,Pune,Trivandrum, BangaloreResponsibilities and DutiesImplement design, development, validation and support activities in line with client needs and architectural requirements.Participate in Knowledge Management.Ensuring highest levels of service offerings to clients in own technology domain within the guidelines, policies and norms of Infosys.Required Experience and QualificationsMinimum 2 years of experience required.,Hands on experience on J2EE, Struts, Hibernate, Spring.,Awareness of technology trends.Working knowledge of full life cycle and various SDLC methodologies to meet project goals.In-depth,knowledge of design issues and best practices.Good Process knowledge and communication skills.,Ability to work within,deadlines and dynamic work environment.Educational Requirements:  BE , BTech , MCA , MTechService Line:  Application Development and MaintenanceJob Type: Full-timeExperience:J2EE, Struts, Hibernate, Spring: 2 years (Required)Education:Bachelor's (Preferred)Location:Pune, Maharashtra (Required)Industry:Software Development",external title java developerinternal title senior systems engineerskill java j2ee spring hibernate microservicesexp range mid levellocation bhubaneshwar chennai gurgaon hyderabad mangalore mysore pune trivandrum bangaloreresponsibilities dutiesimplement design development validation support activities line client needs architectural requirements participate knowledge management ensuring highest levels service offerings clients technology domain within guidelines policies norms infosys required exp qualificationsminimum 2 year exp required hands exp j2ee struts hibernate spring awareness technology trends working knowledge full life cycle various sdlc methodologies meet project goals depth knowledge design issues best practices good process knowledge communication skills ability work within deadlines dynamic work environment educational requirements btech mca mtechservice line application development maintenancejob type full timeexp j2ee struts hibernate spring 2 year required education bachelor preferred location pune maharashtra required industry software development,"['j2ee', 'struts', 'spring', 'hibernate']",j2ee struts spring hibernate,2.0,
93,"Candidate must have practical knowledge of these technologies:Programming Skills: Spring Java, Hibernate and PostGreSQL Development , SVN Version Control, HTML 5 and Bootstrap UI DevelopmentJob Profile: Software Development and Maintenance in HTML5, Bootstrap, Spring Java, Hibernate and PostgreSQL. Version control using SVNExperience: 1 to 3 yearsEducational Qualification: BE/ MCAJob Type: Full-timeSalary: ₹20,000.00 to ₹40,000.00 /monthExperience:Spring Framework: 1 year (Required)Java: 1 year (Required)Education:Bachelor's (Required)Location:Pune, Maharashtra (Required)Language:English (Required)",candidate must practical knowledge technologies programming skills spring java hibernate postgresql development svn version control html 5 bootstrap ui developmentjob profile software development maintenance html5 bootstrap spring java hibernate postgresql version control using svnexp 1 3 year educational qualification mcajob type full timesalary 20 000 00 40 000 00 monthexp spring framework 1 year required java 1 year required education bachelor required location pune maharashtra required language english required,"['spring', 'html', 'hibernate', 'sql']",spring html hibernate sql,1.0,3.0
94,"Only for fresher
Sound Knowledge of PHP
Strong OOPS Concepts
Core Java, Advanced Java, JSP, JQuery
Basic Knowledge of My SQL database
Basic knowledge of HTML, CSS",fresher sound knowledge php strong oops concepts core java advanced java jsp jquery basic knowledge sql database basic knowledge html css,"['jsp', 'html', 'css', 'jquery', 'oop', 'sql']",jsp html css jquery oop sql,0.0,
95,"We are looking for a candidate for the Content Developer role. The candidate will be required to develop rich content to be deployed in our web applications using CMS platforms or using our In-house developed tools.

Skill/Qualification requirement:
Knowledge of HTML/HTML5 and CSS/CSS3 is essential
Knowledge/Experience in JavaScript and JQuery is added advantage
Knowledge of Photoshop will be preferred
Should be trained and have hands on experience in developing rich content for websites.

Pre-requisites:
Graduates with good academic record.
Good communication skills
Good analytical and problem solving skills
Able to work independently

-
Dot Net Developer(Fresher)
Content Moderation Associate
System Administrator
Salesforce Developer
Senior Informatica Developer
Software Engineer Trainee
Content Developer (Fresher)
Android Developer
Dot Net Developer
Java Developer
Data Acquisition Executive (Only for Fresher’s)
Front End Developer
CMS (Drupal/WordPress/Joomla/Magento) Developer
iOS Developer
UI designer",looking candidate content developer role candidate required develop rich content deployed web applications using cms platforms using house developed tools skill qualification requirement knowledge html html5 css css3 essential knowledge exp javascript jquery added advantage knowledge photoshop preferred trained hands exp developing rich content websites pre requisites graduates good academic record good communication skills good analytical problem solving skills able work independently dot net developer fresher content moderation associate system administrator salesforce developer senior informatica developer software engineer trainee content developer fresher android developer dot net developer java developer data acquisition executive fresher front end developer cms drupal wordpress joomla magento developer ios developer ui designer,"['html', 'css', 'javascript', 'jquery', 'android']",html css javascript jquery android,0.0,
96,"Job SummaryGreetings from shell pro tech......!!!!We are hiring for freshers who are having good programming knowledge and good good communication skills and good logical thinking ability.Candidate should any programming knowledge like C,Java..ete..who are interested they can apply.all the best,thank youJob Types: Full-time, Fresher, Walk-InSalary: ₹12,000.00 to ₹15,000.00 /monthIndustry:IT Operations & Helpdesk",greetings shell pro tech hiring freshers good programming knowledge good good communication skills good logical thinking ability candidate programming knowledge like c java ete interested apply best thank youjob types full time fresher walk insalary 12 000 00 15 000 00 monthindustry operations helpdesk,['rest'],rest,0.0,
97,"Job SummaryCoding for Java based Web Application and application components.Work to Code efficiently according to Company guidelines.Responsibilities and DutiesStrong understanding of object-oriented software design, and how to Code using the best practices. Familiar with statelessness of the web, session coherency issues, scalability of dynamic Web applications and servers, and Web security.We require highly skilled and articulate Java Developers who would beJava CodingSQL Formation and Performance EvaluationIntroduction of new features and value addsKey Skills0 to1+ years of software development experience, with an emphasis on server-side Technologies like, Java, scripting languages like PHP, SQL databases (MySQL, PostgreSQL), and web application servers (e.g., JBoss, Jakarta-Tomcat, etc.). A good understanding of UNIX including Linux is highly desirable.Required Experience and QualificationsB.E./B. Tech/B. Sc.-Computer Science, IT or demonstrated equivalent experience.Master's will be an added advantage.Java Certification with thorough theoretical knowledge on.Minimum 60% marks throughout education and from CBSE/ICSE board onlyJob Types: Full-time, FresherSalary: ₹200,000.00 to ₹325,000.00 /yearEducation:Bachelor's (Required)Location:Delhi, Delhi (Required)Selection rounds:Written testHR InterviewTechnical InterviewIndustry:Software Development",coding java based web application application components work code efficiently according company guidelines responsibilities dutiesstrong understanding object oriented software design code using best practices familiar statelessness web session coherency issues scalability dynamic web applications servers web security require highly skilled articulate java developers would bejava codingsql formation performance evaluationintroduction new features value addskey skills0 to1 year software development exp emphasis server side technologies like java scripting languages like php sql databases mysql postgresql web application servers e g jboss jakarta tomcat etc good understanding unix including linux highly desirable required exp qualificationsb e b tech b sc computer science demonstrated equivalent exp master added advantage java certification thorough theoretical knowledge minimum 60 marks throughout education cbse icse board onlyjob types full time freshersalary 200 000 00 325 000 00 yeareducation bachelor required location delhi delhi required selection rounds written testhr interviewtechnical interviewindustry software development,"['tomcat', 'sql']",tomcat sql,0.0,1.0
98,"Frontend Developer - Web/Mobile Applications - Java/JavaScriptJob Responsibilities : - Collaborate with Project Manager or Project Consultant to develop the front end of mobile and web application- Delivering a complete front-end application- Ensuring high performance on mobile and desktop- Migrating to existing Web Applications to new latest technologies to improve performances- Writing tested, idiomatic, and documented JavaScript, HTML and CSS- Coordinating the workflow between the graphic designer, the HTML coder, and yourself- Cooperating with the back-end developer in the process of building the RESTful API- Collaborate with the stakeholders, the users, the build team and other development partners to implement state-of-the-art user experiences.- Collaborate with cross-functional teams to analyze, design, and ship new features- Participate actively in discussions, presentations and decisions about front end development, web application, mobile app, etc.- Implement new technologies to maximize application performance- Work with outside data sources and APIs- Work on bug fixing and improving application performance- Individual ContributorRequired Candidate profile- Strong object-oriented JavaScript- Flat box, material design concepts- AngularJS, MVC frameworks - Angular- CSS precompilers like Sass and LESS- Skills in one or more chosen frameworkslibraries like jQuery or Bootstrap- AJAX (Asynchronous JavaScript and XML)- HTML 5, CSS Modules, Web pack, Babel, npm- jQuery, jQueryUI, RequireJS, doT.js (Templating Engine)- Able to integrate existing API (REST)- Understanding of java web application technology stack (core Java, spring core, Spring MVC, Hibernate, REST)- GitGitHub, Continuous integration using maven & Jenkins- Integrate applications with network systems, servers and databases.- Troubleshoot problems with application development and use- Excellent conceptual, and critical thinking capabilities- Self-directed and self-motivated with the ability to take charge or play a supporting role- Strong understanding of product development.Job Type: Full-timeSalary: ₹5,000.00 to ₹15,000.00 /monthIndustry:Education & Instruction",frontend developer web mobile applications java javascriptjob responsibilities collaborate project manager project consultant develop front end mobile web application delivering complete front end application ensuring high performance mobile desktop migrating existing web applications new latest technologies improve performances writing tested idiomatic documented javascript html css coordinating workflow graphic designer html coder cooperating back end developer process building restful api collaborate stakeholders users build team development partners implement state art user exp collaborate cross functional teams analyze design ship new features participate actively discussions presentations decisions front end development web application mobile app etc implement new technologies maximize application performance work outside data sources apis work bug fixing improving application performance individual contributorrequired candidate profile strong object oriented javascript flat box material design concepts angular mvc frameworks angular css precompilers like sass less skills one chosen frameworkslibraries like jquery bootstrap ajax asynchronous javascript xml html 5 css modules web pack babel npm jquery jqueryui requirejs dot js templating engine able integrate existing api rest understanding java web application technology stack core java spring core spring mvc hibernate rest gitgithub continuous integration using maven jenkins integrate applications network systems servers databases troubleshoot problems application development use excellent conceptual critical thinking capabilities self directed self motivated ability take charge play supporting role strong understanding product development type full timesalary 5 000 00 15 000 00 monthindustry education instruction,"['ajax', 'spring', 'rest', 'html', 'css', 'javascript', 'jquery', 'xml', 'oop', 'hibernate', 'maven', 'angular']",ajax spring rest html css javascript jquery xml oop hibernate maven angular,0.0,
99,"Required Skills Java / JSP / PHP / Python / R / .NET Technologies


Good multi-tasking skills and the ability to work in a fast paced business environment


Exposure to all stages of Software Development Life Cycle


Demonstrate knowledge of current web design trends, philosophies and ideas


Understanding of HTML, CSS, and JavaScript
 

Freshers B.Tech(Computers) or MCA or MSC (CS) from reputed institutes can apply

Location: Kannur",required skills java jsp php python r net technologies good multi tasking skills ability work fast paced business environment exp osure stages software development life cycle demonstrate knowledge current web design trends philosophies ideas understanding html css javascript freshers b tech computers mca msc cs reputed institutes apply location kannur,"['jsp', 'html', 'css', 'javascript']",jsp html css javascript,0.0,
100,"Job SummaryResponsibilities:Designing, building and maintaining reliable and reusable Java code.Making sure the applications perform to a high level and are responsive.Work closely with the software and system engineering associates on our teamResponsible for all aspects of the continuous integration and continuous delivery processFlexible and willing to accept a change in priorities as necessary.Technical Skills:Hands on experience in Java, J2EE, JSP, Servlet, JQuery, JavaScript, HTML, CSS, MySQL databaseHave excellent knowledge in OOP (Object Oriented Programming)Qualification: BE/Btech/MCA/BCAJob Types: Internship, FresherSelection rounds:HR InterviewTechnical InterviewIndustry:Software Development",responsibilities designing building maintaining reliable reusable java code making sure applications perform high level responsive work closely software system engineering associates teamresponsible aspects continuous integration continuous delivery processflexible willing accept change priorities necessary technical skills hands exp java j2ee jsp servlet jquery javascript html css mysql databasehave excellent knowledge oop object oriented programming qualification btech mca bcajob types internship fresherselection rounds hr interviewtechnical interviewindustry software development,"['j2ee', 'jsp', 'html', 'css', 'javascript', 'jquery', 'oop', 'sql']",j2ee jsp html css javascript jquery oop sql,0.0,
101,"Job Profile
Java Developer Jobs In Baner, Pune
Job Type
Skilled Job
Contact Person
Karan
Qualification
Graduation
Gender
both
Salary
INR 18000-30000
Address
Baner Road, Laxman Nagar, Baner, Pune, Maharashtra, India
City
Pune
Country
India
Preferred Location
Baner Road, Laxman Nagar, Baner, Pune, Maharashtra, India
Industry
Banking / Finance / Insurance
Job Description
CALL Shivam 9667260430
We are currently hiring for the position of Java Developer.
Job Position- Java Fresher | Java Developer | Java Software Developer
Eligibility- BE/BTech/MCA/MTech/ME /MSC
Any YOP
ANY % criteria
Any Stream

CALL Karan 7065565935
RoleFresher
Industry TypeIT-Software / Software Services
Functional AreaIT Software - Application Programming, Maintenance
Employment TypeFull Time, Permanent",profile java developer jobs baner pune type skilled contact person karan qualification graduation gender salary inr 18000 30000 address baner road laxman nagar baner pune maharashtra india city pune country india preferred location baner road laxman nagar baner pune maharashtra india industry banking finance insurance description call shivam 9667260430 currently hiring position java developer position java fresher java developer java software developer eligibility btech mca mtech msc yop criteria stream call karan 7065565935 rolefresher industry typeit software software services functional areait software application programming maintenance employment typefull time permanent,[],,0.0,
102,"We are a team of multi-skilled and curious digital specialists who are always up for a challenge and learning as fast as. We are looking for proactive Java Developer for long time cooperation with good opportunities of growth to Team Lead, Architect or Project Manager.
Experience
[0-4 Years]
Percentage
70% (Min) only for freshers
Positions
5 [Full Time]
REQUIREMENTS
Good Communication Skills
Should have Knowledge on Java (Web & Desktop) Application Development.
Basics j2ee, jsp, SQL
Must and should 2 skills(Spring MVC, Hibernate, Struts 2, JSF, Google Web Toolkit, Vaadin, Stripes, OpenXava, ...)
Good Logical & Analytical skills
Expert of Java, OOP patterns
Architecture of high loaded Java applications
location
Tirupathi (Andhra Pradesh)
Salary
As per company norms.
Mail Id
hr@ymtsindia.com",team multi skilled curious digital specialists always challenge learning fast looking proactive java developer long time cooperation good opportunities growth team lead architect project manager exp 0 4 year percentage 70 min freshers positions 5 full time requirements good communication skills knowledge java web desktop application development basics j2ee jsp sql must 2 skills spring mvc hibernate struts 2 jsf google web toolkit vaadin stripes openxava good logical analytical skills exp ert java oop patterns architecture high loaded java applications location tirupathi andhra pradesh salary per company norms mail id hr ymtsindia com,"['j2ee', 'jsp', 'jsf', 'struts', 'spring', 'oop', 'hibernate', 'vaadin', 'sql']",j2ee jsp jsf struts spring oop hibernate vaadin sql,0.0,4.0
103,"Job SummaryWe are looking for an Application Developer who possesses a passion for pushing mobile technologies to the limits. This App developer will work with our team of talented engineers to design and build the next generation of our mobile applications. Android programming works closely with other app development and technical teams.Responsibilities and DutiesDesign and build advanced applications for the Android platformCollaborate with cross-functional teams to define, design, and ship new featuresWork with outside data sources and APIsUnit-test code for robustness, including edge cases, usability, and general reliabilityWork on bug fixing and improving application performanceContinuously discover, evaluate, and implement new technologies to maximize development efficiency.Key SkillsJava, C#, Objective C, Swift, kotlinRequired Experience and QualificationsBS/MS degree in Computer Science, Engineering or a related subjectProven software development experience and Android/iOS skills developmentProven working experience in Android app developmentHave published at least one original Android appExperience with Android SDKExperience working with remote data via REST and JSONExperience with third-party libraries and APIsWorking knowledge of the general mobile landscape, architectures, trends, and emerging technologiesSolid understanding of the full mobile development life cycle.Job Types: Full-time, FresherExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Education:Bachelor's (Preferred)Industry:Software Development",looking application developer possesses passion pushing mobile technologies limits app developer work team talented engineers design build next generation mobile applications android programming works closely app development technical teams responsibilities dutiesdesign build advanced applications android platformcollaborate cross functional teams define design ship new featureswork outside data sources apisunit test code robustness including edge cases usability general reliabilitywork bug fixing improving application performancecontinuously discover evaluate implement new technologies maximize development efficiency key skillsjava c objective c swift kotlinrequired exp qualificationsbs ms degree computer science engineering related subjectproven software development exp android ios skills developmentproven working exp android app developmenthave published least one original android appexp android sdkexp working remote data via rest jsonexp third party libraries apisworking knowledge general mobile landscape architectures trends emerging technologiessolid understanding full mobile development life cycle types full time fresherexp work 1 year preferred total work 1 year preferred education bachelor preferred industry software development,"['rest', 'json', 'android']",rest json android,1.0,
104,"Only for fresher
Sound Knowledge of PHP
Strong OOPS Concepts
Core Java, Advanced Java, JSP, JQuery
Basic Knowledge of My SQL database
Basic knowledge of HTML, CSS",fresher sound knowledge php strong oops concepts core java advanced java jsp jquery basic knowledge sql database basic knowledge html css,"['jsp', 'html', 'css', 'jquery', 'oop', 'sql']",jsp html css jquery oop sql,0.0,
105,"We are looking for a candidate for the Content Developer role. The candidate will be required to develop rich content to be deployed in our web applications using CMS platforms or using our In-house developed tools.

Skill/Qualification requirement:
Knowledge of HTML/HTML5 and CSS/CSS3 is essential
Knowledge/Experience in JavaScript and JQuery is added advantage
Knowledge of Photoshop will be preferred
Should be trained and have hands on experience in developing rich content for websites.

Pre-requisites:
Graduates with good academic record.
Good communication skills
Good analytical and problem solving skills
Able to work independently

-
Dot Net Developer(Fresher)
Content Moderation Associate
System Administrator
Salesforce Developer
Senior Informatica Developer
Software Engineer Trainee
Content Developer (Fresher)
Android Developer
Dot Net Developer
Java Developer
Data Acquisition Executive (Only for Fresher’s)
Front End Developer
CMS (Drupal/WordPress/Joomla/Magento) Developer
iOS Developer
UI designer",looking candidate content developer role candidate required develop rich content deployed web applications using cms platforms using house developed tools skill qualification requirement knowledge html html5 css css3 essential knowledge exp javascript jquery added advantage knowledge photoshop preferred trained hands exp developing rich content websites pre requisites graduates good academic record good communication skills good analytical problem solving skills able work independently dot net developer fresher content moderation associate system administrator salesforce developer senior informatica developer software engineer trainee content developer fresher android developer dot net developer java developer data acquisition executive fresher front end developer cms drupal wordpress joomla magento developer ios developer ui designer,"['html', 'css', 'javascript', 'jquery', 'android']",html css javascript jquery android,0.0,
106,"Job SummaryGreetings from shell pro tech......!!!!We are hiring for freshers who are having good programming knowledge and good good communication skills and good logical thinking ability.Candidate should any programming knowledge like C,Java..ete..who are interested they can apply.all the best,thank youJob Types: Full-time, Fresher, Walk-InSalary: ₹12,000.00 to ₹15,000.00 /monthIndustry:IT Operations & Helpdesk",greetings shell pro tech hiring freshers good programming knowledge good good communication skills good logical thinking ability candidate programming knowledge like c java ete interested apply best thank youjob types full time fresher walk insalary 12 000 00 15 000 00 monthindustry operations helpdesk,['rest'],rest,0.0,
107,"Job SummaryCoding for Java based Web Application and application components.Work to Code efficiently according to Company guidelines.Responsibilities and DutiesStrong understanding of object-oriented software design, and how to Code using the best practices. Familiar with statelessness of the web, session coherency issues, scalability of dynamic Web applications and servers, and Web security.We require highly skilled and articulate Java Developers who would beJava CodingSQL Formation and Performance EvaluationIntroduction of new features and value addsKey Skills0 to1+ years of software development experience, with an emphasis on server-side Technologies like, Java, scripting languages like PHP, SQL databases (MySQL, PostgreSQL), and web application servers (e.g., JBoss, Jakarta-Tomcat, etc.). A good understanding of UNIX including Linux is highly desirable.Required Experience and QualificationsB.E./B. Tech/B. Sc.-Computer Science, IT or demonstrated equivalent experience.Master's will be an added advantage.Java Certification with thorough theoretical knowledge on.Minimum 60% marks throughout education and from CBSE/ICSE board onlyJob Types: Full-time, FresherSalary: ₹200,000.00 to ₹325,000.00 /yearEducation:Bachelor's (Required)Location:Delhi, Delhi (Required)Selection rounds:Written testHR InterviewTechnical InterviewIndustry:Software Development",coding java based web application application components work code efficiently according company guidelines responsibilities dutiesstrong understanding object oriented software design code using best practices familiar statelessness web session coherency issues scalability dynamic web applications servers web security require highly skilled articulate java developers would bejava codingsql formation performance evaluationintroduction new features value addskey skills0 to1 year software development exp emphasis server side technologies like java scripting languages like php sql databases mysql postgresql web application servers e g jboss jakarta tomcat etc good understanding unix including linux highly desirable required exp qualificationsb e b tech b sc computer science demonstrated equivalent exp master added advantage java certification thorough theoretical knowledge minimum 60 marks throughout education cbse icse board onlyjob types full time freshersalary 200 000 00 325 000 00 yeareducation bachelor required location delhi delhi required selection rounds written testhr interviewtechnical interviewindustry software development,"['tomcat', 'sql']",tomcat sql,0.0,1.0
108,"Frontend Developer - Web/Mobile Applications - Java/JavaScriptJob Responsibilities : - Collaborate with Project Manager or Project Consultant to develop the front end of mobile and web application- Delivering a complete front-end application- Ensuring high performance on mobile and desktop- Migrating to existing Web Applications to new latest technologies to improve performances- Writing tested, idiomatic, and documented JavaScript, HTML and CSS- Coordinating the workflow between the graphic designer, the HTML coder, and yourself- Cooperating with the back-end developer in the process of building the RESTful API- Collaborate with the stakeholders, the users, the build team and other development partners to implement state-of-the-art user experiences.- Collaborate with cross-functional teams to analyze, design, and ship new features- Participate actively in discussions, presentations and decisions about front end development, web application, mobile app, etc.- Implement new technologies to maximize application performance- Work with outside data sources and APIs- Work on bug fixing and improving application performance- Individual ContributorRequired Candidate profile- Strong object-oriented JavaScript- Flat box, material design concepts- AngularJS, MVC frameworks - Angular- CSS precompilers like Sass and LESS- Skills in one or more chosen frameworkslibraries like jQuery or Bootstrap- AJAX (Asynchronous JavaScript and XML)- HTML 5, CSS Modules, Web pack, Babel, npm- jQuery, jQueryUI, RequireJS, doT.js (Templating Engine)- Able to integrate existing API (REST)- Understanding of java web application technology stack (core Java, spring core, Spring MVC, Hibernate, REST)- GitGitHub, Continuous integration using maven & Jenkins- Integrate applications with network systems, servers and databases.- Troubleshoot problems with application development and use- Excellent conceptual, and critical thinking capabilities- Self-directed and self-motivated with the ability to take charge or play a supporting role- Strong understanding of product development.Job Type: Full-timeSalary: ₹5,000.00 to ₹15,000.00 /monthIndustry:Education & Instruction",frontend developer web mobile applications java javascriptjob responsibilities collaborate project manager project consultant develop front end mobile web application delivering complete front end application ensuring high performance mobile desktop migrating existing web applications new latest technologies improve performances writing tested idiomatic documented javascript html css coordinating workflow graphic designer html coder cooperating back end developer process building restful api collaborate stakeholders users build team development partners implement state art user exp collaborate cross functional teams analyze design ship new features participate actively discussions presentations decisions front end development web application mobile app etc implement new technologies maximize application performance work outside data sources apis work bug fixing improving application performance individual contributorrequired candidate profile strong object oriented javascript flat box material design concepts angular mvc frameworks angular css precompilers like sass less skills one chosen frameworkslibraries like jquery bootstrap ajax asynchronous javascript xml html 5 css modules web pack babel npm jquery jqueryui requirejs dot js templating engine able integrate existing api rest understanding java web application technology stack core java spring core spring mvc hibernate rest gitgithub continuous integration using maven jenkins integrate applications network systems servers databases troubleshoot problems application development use excellent conceptual critical thinking capabilities self directed self motivated ability take charge play supporting role strong understanding product development type full timesalary 5 000 00 15 000 00 monthindustry education instruction,"['ajax', 'spring', 'rest', 'html', 'css', 'javascript', 'jquery', 'xml', 'oop', 'hibernate', 'maven', 'angular']",ajax spring rest html css javascript jquery xml oop hibernate maven angular,0.0,
109,"Required Skills Java / JSP / PHP / Python / R / .NET Technologies


Good multi-tasking skills and the ability to work in a fast paced business environment


Exposure to all stages of Software Development Life Cycle


Demonstrate knowledge of current web design trends, philosophies and ideas


Understanding of HTML, CSS, and JavaScript
 

Freshers B.Tech(Computers) or MCA or MSC (CS) from reputed institutes can apply

Location: Kannur",required skills java jsp php python r net technologies good multi tasking skills ability work fast paced business environment exp osure stages software development life cycle demonstrate knowledge current web design trends philosophies ideas understanding html css javascript freshers b tech computers mca msc cs reputed institutes apply location kannur,"['jsp', 'html', 'css', 'javascript']",jsp html css javascript,0.0,
110,"Job SummaryResponsibilities:Designing, building and maintaining reliable and reusable Java code.Making sure the applications perform to a high level and are responsive.Work closely with the software and system engineering associates on our teamResponsible for all aspects of the continuous integration and continuous delivery processFlexible and willing to accept a change in priorities as necessary.Technical Skills:Hands on experience in Java, J2EE, JSP, Servlet, JQuery, JavaScript, HTML, CSS, MySQL databaseHave excellent knowledge in OOP (Object Oriented Programming)Qualification: BE/Btech/MCA/BCAJob Types: Internship, FresherSelection rounds:HR InterviewTechnical InterviewIndustry:Software Development",responsibilities designing building maintaining reliable reusable java code making sure applications perform high level responsive work closely software system engineering associates teamresponsible aspects continuous integration continuous delivery processflexible willing accept change priorities necessary technical skills hands exp java j2ee jsp servlet jquery javascript html css mysql databasehave excellent knowledge oop object oriented programming qualification btech mca bcajob types internship fresherselection rounds hr interviewtechnical interviewindustry software development,"['j2ee', 'jsp', 'html', 'css', 'javascript', 'jquery', 'oop', 'sql']",j2ee jsp html css javascript jquery oop sql,0.0,
